pmid,food_key,coder1,coder2,adjudicated,final_label,reason,sublabels
26675143,salt,exclude,exclude,False,exclude,name-only,
26769917,salt,exclude,exclude,False,exclude,name-only,
2677571,salt,exclude,exclude,False,exclude,animal,
26834351,salt,exclude,exclude,False,exclude,name-only,
27163523,salt,exclude,exclude,False,exclude,animal,
27766854,salt,exclude,exclude,False,exclude,name-only,
28057583,salt,exclude,exclude,False,exclude,name-only,
28130590,salt,exclude,exclude,False,exclude,mechanism-only,
28233123,salt,exclude,exclude,False,exclude,name-only,
28368063,salt,exclude,exclude,False,exclude,name-only,
28415519,salt,exclude,exclude,False,exclude,name-only,
28427995,salt,exclude,exclude,False,exclude,animal,
2850337,salt,exclude,exclude,False,exclude,no-thermal,
28614955,salt,exclude,exclude,False,exclude,animal,
2864298,salt,exclude,exclude,False,exclude,animal,
28824113,salt,exclude,exclude,False,exclude,name-only,
28874461,salt,exclude,exclude,False,exclude,animal,
29066461,salt,exclude,exclude,False,exclude,animal,
29246871,salt,exclude,exclude,False,exclude,name-only,
29496376,salt,exclude,exclude,False,exclude,no-thermal,
29549987,salt,exclude,exclude,False,exclude,animal,
29702046,salt,exclude,exclude,False,exclude,name-only,
30030465,salt,exclude,exclude,False,exclude,name-only,
3012812,salt,exclude,exclude,False,exclude,no-thermal,
3013361,salt,exclude,exclude,False,exclude,animal,
30203947,salt,exclude,exclude,False,exclude,animal,
30580967,salt,exclude,exclude,False,exclude,animal,
30596233,salt,exclude,exclude,False,exclude,name-only,
30691114,salt,exclude,exclude,False,exclude,name-only,
3086509,salt,exclude,exclude,False,exclude,name-only,
30960719,salt,exclude,exclude,False,exclude,name-only,
30980948,salt,exclude,exclude,False,exclude,animal,
31233688,salt,exclude,exclude,False,exclude,no-thermal,
31409767,salt,exclude,exclude,False,exclude,animal,
31413064,salt,exclude,exclude,False,exclude,no-thermal,
31647140,salt,exclude,exclude,False,exclude,name-only,
32018318,salt,exclude,exclude,False,exclude,name-only,
32148404,salt,exclude,exclude,False,exclude,no-thermal,
32183465,salt,exclude,exclude,False,exclude,name-only,
32225028,salt,exclude,exclude,False,exclude,name-only,
32320392,salt,exclude,exclude,False,exclude,name-only,
32539347,salt,exclude,exclude,False,exclude,name-only,
32641825,salt,exclude,exclude,False,exclude,name-only,
32892212,salt,exclude,exclude,False,exclude,no-thermal,
33340110,salt,exclude,exclude,False,exclude,animal,
3349990,salt,include,exclude,True,exclude,"name-only: the exposure of interest is forced water intake (phase II is water alone), not salt (§2 criterion 4)",confounded
33591965,salt,exclude,exclude,False,exclude,animal,
33672348,salt,exclude,exclude,False,exclude,name-only,
33738628,salt,exclude,exclude,False,exclude,name-only,
33918907,salt,exclude,exclude,False,exclude,name-only,
34175819,salt,exclude,exclude,False,exclude,name-only,
3425760,salt,exclude,exclude,False,exclude,animal,
34391123,salt,exclude,exclude,False,exclude,no-thermal,
34971893,salt,exclude,exclude,False,exclude,name-only,
35057434,salt,include,include,False,include,human-oral-salt-DIT,
35152028,salt,exclude,exclude,False,exclude,name-only,
35598095,salt,exclude,exclude,False,exclude,name-only,
35669471,salt,exclude,exclude,False,exclude,no-thermal,
35739571,salt,exclude,exclude,False,exclude,animal,
36394305,salt,exclude,exclude,False,exclude,name-only,
36451714,salt,exclude,exclude,False,exclude,no-thermal,
36547535,salt,exclude,exclude,False,exclude,name-only,
36615578,salt,exclude,exclude,False,exclude,animal,
36655379,salt,include,include,False,include,review-salt-thermogenesis-body-temperature,review
36670439,salt,exclude,exclude,False,exclude,animal,
36896681,salt,exclude,exclude,False,exclude,name-only,
36932281,salt,exclude,exclude,False,exclude,no-thermal,
37055619,salt,exclude,exclude,False,exclude,animal,
37092025,salt,exclude,exclude,False,exclude,name-only,
37321371,salt,exclude,exclude,False,exclude,name-only,
37447205,salt,exclude,exclude,False,exclude,name-only,
37509434,salt,exclude,exclude,False,exclude,name-only,
37766697,salt,exclude,exclude,False,exclude,livestock-heat,
37897264,salt,exclude,exclude,False,exclude,name-only,
380780,salt,exclude,exclude,False,exclude,animal,
38200784,salt,exclude,exclude,False,exclude,livestock-heat,
38228179,salt,exclude,exclude,False,exclude,animal,
38548071,salt,exclude,exclude,False,exclude,name-only,
38574849,salt,exclude,exclude,False,exclude,animal,
38675229,salt,exclude,exclude,False,exclude,animal,
38991264,salt,exclude,exclude,False,exclude,animal,
39005140,salt,exclude,exclude,False,exclude,animal,
39163753,salt,exclude,exclude,False,exclude,animal,
39233784,salt,exclude,exclude,False,exclude,animal,
39433680,salt,exclude,exclude,False,exclude,animal,
39446394,salt,exclude,exclude,False,exclude,name-only,
39654710,salt,exclude,exclude,False,exclude,invitro,
39721191,salt,exclude,exclude,False,exclude,agri,
40286097,salt,exclude,exclude,False,exclude,name-only,
40384110,salt,exclude,exclude,False,exclude,name-only,
40858171,salt,exclude,exclude,False,exclude,animal,
40926793,salt,exclude,exclude,False,exclude,no-thermal,
41248711,salt,exclude,exclude,False,exclude,name-only,
41381461,salt,exclude,exclude,False,exclude,animal,
41460707,salt,exclude,exclude,False,exclude,name-only,
41542595,salt,exclude,exclude,False,exclude,name-only,
41553686,salt,exclude,exclude,False,exclude,animal,
41752125,salt,exclude,exclude,False,exclude,name-only,
4196699,salt,exclude,exclude,False,exclude,animal,
42036509,salt,exclude,exclude,False,exclude,name-only,
42054132,salt,exclude,exclude,False,exclude,name-only,
42077798,salt,exclude,exclude,False,exclude,name-only,
42146207,salt,exclude,exclude,False,exclude,name-only,
42159404,salt,exclude,exclude,False,exclude,name-only,
5499027,salt,exclude,exclude,False,exclude,animal,
5548019,salt,exclude,exclude,False,exclude,animal,
6137492,salt,exclude,exclude,False,exclude,invitro,
6247920,salt,exclude,exclude,False,exclude,animal,
6479887,salt,exclude,exclude,False,exclude,name-only,
6719468,salt,exclude,exclude,False,exclude,animal,
6791602,salt,exclude,exclude,False,exclude,animal,
6862696,salt,exclude,exclude,False,exclude,no-thermal,
7197539,salt,exclude,exclude,False,exclude,name-only,
7396038,salt,exclude,exclude,False,exclude,animal,
7422900,salt,exclude,exclude,False,exclude,animal,
7610127,salt,exclude,exclude,False,exclude,animal,
7623291,salt,exclude,exclude,False,exclude,animal,
7643821,salt,exclude,exclude,False,exclude,name-only,
7721440,salt,exclude,exclude,False,exclude,animal,
773568,salt,exclude,exclude,False,exclude,no-thermal,
780382,salt,exclude,exclude,False,exclude,livestock-heat,
7965735,salt,exclude,exclude,False,exclude,name-only,
7991311,salt,exclude,exclude,False,exclude,animal,
8141152,salt,exclude,exclude,False,exclude,animal,
814941,salt,exclude,exclude,False,exclude,animal,
8180703,salt,exclude,exclude,False,exclude,name-only,
8254119,salt,exclude,exclude,False,exclude,animal,
8266293,salt,exclude,exclude,False,exclude,no-thermal,
8505832,salt,exclude,exclude,False,exclude,name-only,
8622815,salt,exclude,exclude,False,exclude,animal,
8800478,salt,exclude,exclude,False,exclude,animal,
9063878,salt,exclude,exclude,False,exclude,animal,
9329157,salt,exclude,exclude,False,exclude,name-only,
9392840,salt,exclude,exclude,False,exclude,animal,
94237,salt,exclude,exclude,False,exclude,invitro,
9502766,salt,exclude,exclude,False,exclude,animal,
964392,salt,exclude,exclude,False,exclude,name-only,
9728490,salt,exclude,exclude,False,exclude,name-only,
9852554,salt,exclude,exclude,False,exclude,name-only,
